01-09-2015T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Other, 
13-07-2016T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Heavy Traffic, Won`t Start, Weather Conditions, 
14-07-2016T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Heavy Traffic, Weather Conditions, Won`t Start, 
15-07-2016T00:00:00 - morning , Heavy Traffic, Problem Run, Other, 
18-07-2016T00:00:00 - morning , Heavy Traffic, Other, Weather Conditions, 
19-07-2016T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Heavy Traffic, Mechanical Problem, Weather Conditions, 
20-07-2016T00:00:00 - afternoon , Other, Weather Conditions, Heavy Traffic, morning , Won`t Start, Weather Conditions, Heavy Traffic, 
21-07-2016T00:00:00 - morning , Heavy Traffic, Other, Weather Conditions, 
22-07-2016T00:00:00 - morning , Heavy Traffic, Other, Mechanical Problem, 
25-07-2016T00:00:00 - afternoon , Other, Heavy Traffic, Won`t Start, morning , Mechanical Problem, Heavy Traffic, Other, 
26-07-2016T00:00:00 - afternoon , Heavy Traffic, Other, Mechanical Problem, morning , Mechanical Problem, Heavy Traffic, Other, 
27-07-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Flat Tire, Problem Run, Heavy Traffic, 
28-07-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Won`t Start, 
29-07-2016T00:00:00 - afternoon , Other, Weather Conditions, Heavy Traffic, 
01-08-2016T00:00:00 - morning , Weather Conditions, Other, Flat Tire, 
02-08-2016T00:00:00 - afternoon , Weather Conditions, Other, Heavy Traffic, morning , Weather Conditions, Other, Mechanical Problem, 
03-08-2016T00:00:00 - afternoon , Weather Conditions, Other, Heavy Traffic, morning , Weather Conditions, Heavy Traffic, Won`t Start, 
04-08-2016T00:00:00 - morning , Weather Conditions, Mechanical Problem, Won`t Start, 
05-08-2016T00:00:00 - morning , Heavy Traffic, Weather Conditions, Other, 
08-08-2016T00:00:00 - afternoon , Weather Conditions, Other, Heavy Traffic, morning , Weather Conditions, Other, Won`t Start, 
09-08-2016T00:00:00 - morning , Heavy Traffic, Other, Flat Tire, 
10-08-2016T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Weather Conditions, 
11-08-2016T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Heavy Traffic, Weather Conditions, Mechanical Problem, 
12-08-2016T00:00:00 - afternoon , Other, Heavy Traffic, Won`t Start, afternoon , Other, Heavy Traffic, Weather Conditions, 
22-08-2016T00:00:00 - morning , Heavy Traffic, Late return from Field Trip, Weather Conditions, 
31-08-2016T00:00:00 - morning , Late return from Field Trip, Weather Conditions, Heavy Traffic, 
02-09-2016T00:00:00 - morning , Late return from Field Trip, Weather Conditions, Flat Tire, 
06-09-2016T00:00:00 - morning , Flat Tire, Late return from Field Trip, Weather Conditions, 
07-09-2016T00:00:00 - morning , Flat Tire, Mechanical Problem, Weather Conditions, 
08-09-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
09-09-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Other, Mechanical Problem, 
12-09-2016T00:00:00 - morning , Flat Tire, Delayed by School, Other, 
13-09-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Mechanical Problem, Heavy Traffic, Other, 
14-09-2016T00:00:00 - morning , Heavy Traffic, Other, Problem Run, 
15-09-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Mechanical Problem, Problem Run, Heavy Traffic, 
16-09-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Weather Conditions, Mechanical Problem, 
19-09-2016T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Problem Run, 
20-09-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Other, Flat Tire, 
21-09-2016T00:00:00 - afternoon , Heavy Traffic, Problem Run, Other, morning , Heavy Traffic, Won`t Start, Other, 
22-09-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Mechanical Problem, Heavy Traffic, Other, 
23-09-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Weather Conditions, Other, 
26-09-2016T00:00:00 - afternoon , Weather Conditions, Other, Heavy Traffic, morning , Weather Conditions, Heavy Traffic, Flat Tire, 
27-09-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Heavy Traffic, Weather Conditions, Flat Tire, 
28-09-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Problem Run, Other, 
29-09-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Heavy Traffic, Problem Run, Mechanical Problem, 
30-09-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Won`t Start, Delayed by School, Other, 
04-10-2016T00:00:00 - morning , Won`t Start, Flat Tire, Delayed by School, 
05-10-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
06-10-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Heavy Traffic, Mechanical Problem, Other, 
07-10-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, afternoon , Other, Problem Run, Heavy Traffic, 
11-10-2016T00:00:00 - morning , Mechanical Problem, Accident, Other, 
12-10-2016T00:00:00 - afternoon , Accident, Other, Mechanical Problem, morning , Flat Tire, Accident, Other, 
13-10-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Heavy Traffic, Problem Run, Flat Tire, 
14-10-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Other, Mechanical Problem, 
17-10-2016T00:00:00 - morning , Mechanical Problem, Problem Run, Late return from Field Trip, 
18-10-2016T00:00:00 - morning , Mechanical Problem, Heavy Traffic, Won`t Start, 
19-10-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Heavy Traffic, Problem Run, Mechanical Problem, 
20-10-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Other, Flat Tire, 
21-10-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Other, Mechanical Problem, 
24-10-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Mechanical Problem, Heavy Traffic, Other, 
25-10-2016T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Heavy Traffic, Won`t Start, Weather Conditions, 
26-10-2016T00:00:00 - afternoon , Other, Won`t Start, Heavy Traffic, morning , Heavy Traffic, Weather Conditions, Won`t Start, 
27-10-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Flat Tire, Mechanical Problem, 
28-10-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, afternoon , Other, Heavy Traffic, Won`t Start, 
31-10-2016T00:00:00 - morning , Heavy Traffic, Other, Mechanical Problem, 
01-11-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Other, Heavy Traffic, Flat Tire, 
02-11-2016T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, morning , Heavy Traffic, Won`t Start, Late return from Field Trip, 
03-11-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Late return from Field Trip, Flat Tire, 
04-11-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, afternoon , Other, Heavy Traffic, Mechanical Problem, 
07-11-2016T00:00:00 - morning , Heavy Traffic, Flat Tire, Won`t Start, 
09-11-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
10-11-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, afternoon , Other, Heavy Traffic, Mechanical Problem, 
14-11-2016T00:00:00 - morning , Weather Conditions, Other, Heavy Traffic, 
15-11-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
16-11-2016T00:00:00 - afternoon , Other, Heavy Traffic, Won`t Start, morning , Heavy Traffic, Other, Mechanical Problem, 
17-11-2016T00:00:00 - morning , Heavy Traffic, Other, Flat Tire, 
18-11-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, 
21-11-2016T00:00:00 - morning , Mechanical Problem, Heavy Traffic, Problem Run, 
22-11-2016T00:00:00 - morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
23-11-2016T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Other, Mechanical Problem, 
28-11-2016T00:00:00 - afternoon , Other, Mechanical Problem, Heavy Traffic, morning , Mechanical Problem, Heavy Traffic, Won`t Start, 
29-11-2016T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, morning , Heavy Traffic, Late return from Field Trip, Flat Tire, 
30-11-2016T00:00:00 - afternoon , Other, Late return from Field Trip, Heavy Traffic, morning , Late return from Field Trip, Mechanical Problem, Heavy Traffic, 
01-12-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
02-12-2016T00:00:00 - afternoon , Weather Conditions, Other, Heavy Traffic, 
05-12-2016T00:00:00 - morning , Heavy Traffic, Weather Conditions, Mechanical Problem, 
06-12-2016T00:00:00 - afternoon , Weather Conditions, Other, Heavy Traffic, morning , Weather Conditions, Heavy Traffic, Flat Tire, 
07-12-2016T00:00:00 - afternoon , Weather Conditions, Other, Heavy Traffic, morning , Heavy Traffic, Weather Conditions, Mechanical Problem, 
08-12-2016T00:00:00 - afternoon , Weather Conditions, Heavy Traffic, Other, morning , Weather Conditions, Mechanical Problem, Heavy Traffic, 
09-12-2016T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Heavy Traffic, Weather Conditions, Mechanical Problem, 
12-12-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Mechanical Problem, Heavy Traffic, Other, 
13-12-2016T00:00:00 - afternoon , Heavy Traffic, Other, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Other, 
14-12-2016T00:00:00 - afternoon , Heavy Traffic, Other, Mechanical Problem, morning , Mechanical Problem, Heavy Traffic, Late return from Field Trip, 
15-12-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
16-12-2016T00:00:00 - afternoon , Other, Weather Conditions, Heavy Traffic, morning , Heavy Traffic, Other, Mechanical Problem, 
19-12-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Won`t Start, Other, 
20-12-2016T00:00:00 - morning , Heavy Traffic, Late return from Field Trip, Flat Tire, 
21-12-2016T00:00:00 - morning , Heavy Traffic, Other, Mechanical Problem, 
22-12-2016T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Other, 
23-12-2016T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Mechanical Problem, Late return from Field Trip, Won`t Start, 
03-01-2017T00:00:00 - afternoon , Other, Late return from Field Trip, Heavy Traffic, morning , Mechanical Problem, Late return from Field Trip, Heavy Traffic, 
04-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
05-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Won`t Start, 
06-01-2017T00:00:00 - afternoon , Weather Conditions, Problem Run, Other, morning , Heavy Traffic, Weather Conditions, Mechanical Problem, 
09-01-2017T00:00:00 - morning , Mechanical Problem, Won`t Start, Heavy Traffic, 
10-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Mechanical Problem, Heavy Traffic, Other, 
11-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Flat Tire, Other, 
12-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Other, 
13-01-2017T00:00:00 - afternoon , Other, Weather Conditions, Heavy Traffic, afternoon , Other, Heavy Traffic, Won`t Start, 
17-01-2017T00:00:00 - morning , Heavy Traffic, Won`t Start, Flat Tire, 
18-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Other, Mechanical Problem, 
19-01-2017T00:00:00 - afternoon , Other, Mechanical Problem, Heavy Traffic, morning , Flat Tire, Mechanical Problem, Heavy Traffic, 
20-01-2017T00:00:00 - afternoon , Other, Problem Run, Heavy Traffic, morning , Heavy Traffic, Other, Mechanical Problem, 
23-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Other, Weather Conditions, Heavy Traffic, 
24-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Flat Tire, Mechanical Problem, 
25-01-2017T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Other, 
26-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Won`t Start, morning , Heavy Traffic, Mechanical Problem, Other, 
27-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, 
30-01-2017T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
31-01-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Other, Mechanical Problem, 
01-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Won`t Start, morning , Heavy Traffic, Other, Mechanical Problem, 
02-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
03-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, afternoon , Other, Heavy Traffic, Won`t Start, 
06-02-2017T00:00:00 - morning , Heavy Traffic, Won`t Start, Other, 
07-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
08-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Won`t Start, Other, 
10-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Heavy Traffic, Other, Mechanical Problem, 
13-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Other, Mechanical Problem, 
14-02-2017T00:00:00 - morning , Heavy Traffic, Other, Mechanical Problem, 
15-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Won`t Start, morning , Heavy Traffic, Won`t Start, Other, 
16-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, morning , Heavy Traffic, Mechanical Problem, Other, 
17-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Late return from Field Trip, Delayed by School, Heavy Traffic, 
24-02-2017T00:00:00 - morning , Late return from Field Trip, Flat Tire, Delayed by School, 
27-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Mechanical Problem, Heavy Traffic, Other, 
28-02-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Other, Mechanical Problem, 
01-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
02-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Flat Tire, Mechanical Problem, 
03-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Delayed by School, morning , Heavy Traffic, Other, Mechanical Problem, 
06-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Delayed by School, 
07-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
08-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
09-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, morning , Heavy Traffic, Late return from Field Trip, Flat Tire, 
10-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, afternoon , Heavy Traffic, Other, Mechanical Problem, 
13-03-2017T00:00:00 - morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
15-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Won`t Start, Other, 
16-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Flat Tire, Other, 
17-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, morning , Heavy Traffic, Mechanical Problem, Other, 
20-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Heavy Traffic, Won`t Start, Weather Conditions, 
21-03-2017T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Other, 
22-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
23-03-2017T00:00:00 - morning , Heavy Traffic, Won`t Start, Other, 
24-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Problem Run, morning , Heavy Traffic, Other, Mechanical Problem, 
27-03-2017T00:00:00 - afternoon , Heavy Traffic, Mechanical Problem, Other, morning , Heavy Traffic, Won`t Start, Mechanical Problem, 
28-03-2017T00:00:00 - afternoon , Other, Late return from Field Trip, Heavy Traffic, morning , Mechanical Problem, Late return from Field Trip, Heavy Traffic, 
29-03-2017T00:00:00 - morning , Heavy Traffic, Late return from Field Trip, Flat Tire, 
30-03-2017T00:00:00 - morning , Heavy Traffic, Weather Conditions, Late return from Field Trip, 
31-03-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, afternoon , Late return from Field Trip, Other, Heavy Traffic, 
03-04-2017T00:00:00 - morning , Late return from Field Trip, Heavy Traffic, Flat Tire, 
04-04-2017T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Mechanical Problem, Heavy Traffic, Weather Conditions, 
05-04-2017T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Late return from Field Trip, 
06-04-2017T00:00:00 - afternoon , Heavy Traffic, Mechanical Problem, Late return from Field Trip, morning , Heavy Traffic, Mechanical Problem, Late return from Field Trip, 
07-04-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, 
10-04-2017T00:00:00 - morning , Late return from Field Trip, Heavy Traffic, Delayed by School, 
17-04-2017T00:00:00 - morning , Late return from Field Trip, Heavy Traffic, Flat Tire, 
19-04-2017T00:00:00 - morning , Heavy Traffic, Flat Tire, Other, 
20-04-2017T00:00:00 - afternoon , Other, Heavy Traffic, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Flat Tire, 
21-04-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, morning , Heavy Traffic, Other, Mechanical Problem, 
24-04-2017T00:00:00 - morning , Heavy Traffic, Flat Tire, Other, 
25-04-2017T00:00:00 - morning , Heavy Traffic, Weather Conditions, Mechanical Problem, 
26-04-2017T00:00:00 - afternoon , Weather Conditions, Other, Heavy Traffic, morning , Heavy Traffic, Other, Mechanical Problem, 
27-04-2017T00:00:00 - afternoon , Heavy Traffic, Won`t Start, Other, morning , Heavy Traffic, Mechanical Problem, Won`t Start, 
28-04-2017T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, afternoon , Weather Conditions, Other, Heavy Traffic, 
01-05-2017T00:00:00 - morning , Mechanical Problem, Heavy Traffic, Won`t Start, 
02-05-2017T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Late return from Field Trip, 
03-05-2017T00:00:00 - morning , Heavy Traffic, Late return from Field Trip, Flat Tire, 
04-05-2017T00:00:00 - morning , Heavy Traffic, Late return from Field Trip, Other, 
05-05-2017T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, afternoon , Other, Heavy Traffic, Weather Conditions, 
08-05-2017T00:00:00 - morning , Heavy Traffic, Weather Conditions, Flat Tire, 
09-05-2017T00:00:00 - afternoon , Other, Heavy Traffic, Weather Conditions, morning , Heavy Traffic, Weather Conditions, Other, 
10-05-2017T00:00:00 - morning , Heavy Traffic, Weather Conditions, Mechanical Problem, 
11-05-2017T00:00:00 - afternoon , Heavy Traffic, Other, Late return from Field Trip, morning , Heavy Traffic, Other, Late return from Field Trip, 
12-05-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, morning , Heavy Traffic, Weather Conditions, Won`t Start, 
16-05-2017T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Weather Conditions, 
17-05-2017T00:00:00 - afternoon , Heavy Traffic, Other, Late return from Field Trip, morning , Heavy Traffic, Mechanical Problem, Late return from Field Trip, 
18-05-2017T00:00:00 - afternoon , Heavy Traffic, Late return from Field Trip, Mechanical Problem, morning , Heavy Traffic, Mechanical Problem, Other, 
19-05-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, afternoon , Heavy Traffic, Other, Mechanical Problem, 
22-05-2017T00:00:00 - morning , Heavy Traffic, Other, Mechanical Problem, 
23-05-2017T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Weather Conditions, 
24-05-2017T00:00:00 - morning , Heavy Traffic, Late return from Field Trip, Won`t Start, 
25-05-2017T00:00:00 - afternoon , Heavy Traffic, Late return from Field Trip, Other, afternoon , Other, Heavy Traffic, Weather Conditions, 
26-05-2017T00:00:00 - afternoon , Heavy Traffic, Other, Late return from Field Trip, 
30-05-2017T00:00:00 - morning , Heavy Traffic, Weather Conditions, Late return from Field Trip, 
31-05-2017T00:00:00 - afternoon , Heavy Traffic, Late return from Field Trip, Other, afternoon , Other, Heavy Traffic, Late return from Field Trip, 
02-06-2017T00:00:00 - morning , Heavy Traffic, Other, Mechanical Problem, 
06-06-2017T00:00:00 - morning , Heavy Traffic, Late return from Field Trip, Flat Tire, 
07-06-2017T00:00:00 - afternoon , Heavy Traffic, Other, Late return from Field Trip, morning , Heavy Traffic, Flat Tire, Weather Conditions, 
09-06-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, afternoon , Late return from Field Trip, Heavy Traffic, Other, 
12-06-2017T00:00:00 - morning , Late return from Field Trip, Heavy Traffic, Flat Tire, 
13-06-2017T00:00:00 - afternoon , Late return from Field Trip, Heavy Traffic, Other, morning , Late return from Field Trip, Heavy Traffic, Mechanical Problem, 
14-06-2017T00:00:00 - afternoon , Heavy Traffic, Mechanical Problem, Other, morning , Heavy Traffic, Mechanical Problem, Won`t Start, 
15-06-2017T00:00:00 - morning , Heavy Traffic, Mechanical Problem, Won`t Start, 
16-06-2017T00:00:00 - afternoon , Other, Heavy Traffic, Late return from Field Trip, morning , Heavy Traffic, Other, Mechanical Problem, 
